[14:27:1] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingsObject.cs | .ctor
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | CreateCGList
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | OnHotKeyPressed
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | OnHotKeyPressed
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_GotFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | gameTB_KeyDown
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | ResetBorder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | GameTB_LostFocus
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | Window_Closing
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetCommands
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\SettingWindow.xaml.cs | OnWindowClosing
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetXPosition
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetYPosition
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetWidth
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetHeight
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SetFontSize
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | writeSettings
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | SerializeObject
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | LoadFolder
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetGameFolderPath
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\MainWindow.xaml.cs | CreateCGList
[14:35:53] C:\Users\Robin\Desktop\c# Projekts\GameStartBar\GameStartBar\Settings.cs | GetCommands
